% Ceci représente la classification de séries en fonction de leur genre.

@relation series

@attribute nom_fichier string
@attribute contenu string
@attribute classe {animation, crime, medical}

@data
'familly_guy','season season show broadcast television say fear overstatement worry hurt creator feeling concern stumble review use publicity snippet print hang office confirmation job do thing agree look approval anyone content tube folk care show center collection animate being clan patriarch family guy look wife child endure suffer variety neurosis bond villain diaper take world dog round family like tell character tell family collection character mishmash cutout use grist show one-liner gag way round be gag be moment critic call knockoff show problem endow heart wit wane day heart nudity wit fart joke episode them gag include recur character lure boy house episode racism work Christianity breath series shock boy smoking front parent see do show sadness emphasize way want embrace entertainment homage movie sitcom year fondness number recall 1950s heyday rhythm time appreciation entertainment parent grandparent grow keep drag level way program opening song appreciation old-school diversion break old-school value do family 1970s today violence movie sex TV value use rely answer look em episode review trap family film return season finale moon allow release bit flatulence cast push mouth monster anus desert strangle death cut henchman ribbon give laser wound turn side break afterlife monster crush gate reference make masturbation menstruation incest homosexuality rub body part food joke woman draw wear outfit include bikini somebody remark bleep obscenity misuse name wheelchair neighbor town ask look husband girl crush dress baby have sex get arrest advance front move become paraplegic machine amp evilness device clone cut dog tail stuff throat vomit tail clone woman cut half car Kool-Aid man lap liquid tongue neighbor have sex zip leaving gerbil porn magazine reference make gambling addiction smuggling cocaine police car gun character include kick groin douche bleep obscenity name dozen time ',animation
'phineas_and_ferb','animate way stepbrother whil be summer vacation plan assault tattle sister snitch boy make title sequence beginning show boy summer break platypus day serve agent wage war nemesis platypus coffee break writer pitch concept year take chance show describe cross kid show adult enjoy slew reference song episode keep thing character humor be tell be do anything animosity episode review package storey insert airing rocket robot courtesy family yard gang build allow touch engineer figure thing robot programme extinguish candle sweep rise petal mood discover city sand castle building contest battle army fun game somebody maker cartoon feel episode be form bathroom humor storey bit dog bathroom platypus scientist fertilizer traps gang ocean bottom kid water warm reference go kid head will pass reference god ocean idea get permission run frenzy time family history museum fix time machine display dismay find nemesis panda crush hate time break start fight people be feature live-action show feel adult bit vim stray content bit violence bevy agent animal scientist battle talk show eat get hurt violence traps construct thing purchase Internet security guard yell museum talk say be shame wake anyone be show maroon period motorize scooter transport sentiment parent approve mind helmet form turtle ',animation
'avatar_the_last_airbender','see appeal enter season series boy journey group youngster viewer history plenty character fantasy world center reincarnate spirit be generation body bring harmony establish peace task set rule globe war people group decimate humanity hope manipulate nature element share power have year schooling hone art generate wave whip fireball earthquake learn job friend overthrow brood summer end make melt pot spirituality cartoon reincarnation spirit earth force forefather combination life focus energy body spirit world give drug induce state leave body travel plane character muster power location describe hub energy guru energy receive vision meditation other healing prowess spirituality hero disrespect elder celebrate break rule be taunt friend send bully rage river surface show violence saga genocide warfare art fight involve body get toss dynamite explosion move rock formation blast kid stuff art form proclivity violence rebellion disconcert par course demonstrate package viewer ',animation
'teenage_mutant_ninja_turtles','show be name manner character rendering teenager means turtle year mutant wallow substance call mutagen thank father something turtle sewer pad outfit everything reptile want problem neighborhood guy hang sewer being inhabit cookie-cutter robot keep bother turtle archenemy make life turtle fight be visit enemy eat pizza play game day someone have rename show course watch watch turtle animation battle depth pop 1980s cartoon muster kill character hit kick knock load robot hand arm foot head send inhabit brain scurry safety cartoony violence talk turtle fight guy save fate slime sewage air spirituality see discuss religion lesson be line platitude friendship compassion defend sort thing language life level sexuality romp bit humor live sewer be show slapstick 1980s predecessor DNA thing fight way family room today episode review alligator debut bang crunch smash score robot rip head arm throw wall brain robot loss turtle grab head fight rest misunderstand be abuse turtle soak message judge someone fight scene decapitate head hand crawl floor homage horror flick convention turtle sci-fi captain infestation creature throw airlock jettison space concoction blender time ',animation
'archer','',animation
'batman_the_brave_and_the_bold','day be see brood vigilante evildoer demon measure way see movie crusader work utter pun trading fisticuffs look joke be tell nemesis superhero hook wordplay side be give glower go have time space do thank template episode battle baddie help superhero protagonist think folk rush make film base superhero talk time take barrage guy time do result show incarnation brood series part part part call morning bowl cereal producer tell time kid appearance character knowledge impale anyone pencil plenty violence rise see nonlethal series deal origin parent be murder alley job fun sort cope mechanism street be expunge dimness course woman sport miniskirt short low-cut top keep book outfit be seduce crime fighter wile plot feel time example time episode mummy ghost do battle other say return point crime fighter smile coax grin audience see flap entertainment screen while be miss episode review opening vignette call latter girlfriend dress outfit rescue have say be agent cinch get girlfriend know episode team battle leader woman do bidding band being conquer earth have trouble girlfriend battle take grant leave time fight crime be point love episode ring create force object weapon woman skirt outfit threat insult throw punch ',animation
'beavis_and_butt-head','age television have hatch plot have hurl profanity be kill T-shirt cannon be lot folk king series run be year launch satire salute stupidity shore feature yen girl fire metal be watch music video dare get couch thing get wind trash neighbor yard destroy teacher collection driving principal guzzle gallon respite boy couch school exploit molder shirt make have be store freezer dig way mind dump music video reality television time pay attention fact be election war recession paraphrase stupidity style be half-hour TV be find exaggeration take extreme accord television critic pop culture culture egocentrism cater sugar rush consumer society tell everyone find show critic contend antic influence youth world pay mind decide stop pyromaniac utter word fire boy set house kill sister have be watch show doubt be cast cause-and-effect scenario month friend insist family do have cable forget tragedy be trigger boy critic say be influence culture sequester series page start include disclaimer cartoon people make guy know fool reason laugh sign time iteration obsess fire show be push envelope content shock television landscape likes way be day reminder time stodginess ability satirize culture surround way fact brace year be read poke consider age obsess youth age grow shop celebrity state plasticity pursuit boy tome obsession way grow doom remain episode review introduce fact vampire werewolf conquer death be touch evil forbid make woman piece bribe man werewolf bite produce gash body infect thing staph gonorrhea coma hospital giggle nurse catheter weep watch tear precipitate onion stop mock pal suppose sensitivity do decade keel retirement home reference body part lament episode have sex fight call grandkid grandma hit issue video child fright accost mangle body predator feature man child molester character course ',animation
'american_dad','creator bevy program include farce envelope fact ask member complain hope get series sanction fine summer uphold mandate authority enforce broadcast decency law airing material airwaves time child be audience PTC president say statement past program include scene mock people syndrome imply incest man masturbate horse baby eat horse sperm character eat vomit excrement baby diaper broadcast review violate broadcast decency law year call sitcom soak battery acid be say clone predecessor family lead agent wife share house teenager daughter marry talk goldfish alien series principle nothing necrophilia cocaine murder eat excrement family goldfish obsession birth underwear stripper point show support love parent row routine cheer make comment toss money tub neighbor ad nauseam meantime blitz material target people cutting-edge comedy world flavor stuff design style music comedy top world be consider anything family member goldfish episode review vacation dolphin activity director be go lemur gun barrel someone guy back splash blood someone beat tennis racquet rekindle sex life talk lack intimacy role-playing cover headgear talk trick mayonnaise stand-in semen gag dolphin menstruation choke game swinger incest sex ejaculation cross-dressing boy damage penis elongate adventure family member beach boss picture send shot breast misuse name obscenity bleep joke base inference people talk urination feces intricacy colostomy bag ',animation
'my_little_pony','day airwaves be saturate cartoon make part sell toy boy get girl have cartel determine appreciate say Smurf fluff lot plot character interlude gag killer whale friendship lot incarnation generation line culture success storey launch fall production feature exploit unicorn friend cowboy girlie tomboy speedster introduction be greet nicker world revolutionary target be become program audience keep building end season people be tune compare finale draw show history viewership grow be intend age become rage hit girl begin hear man episode geek culture be pony feature amigo begin proliferate friendship become side series seem paradox writer offer nod culture spring show pop culture whole example lend voice pony burst melody do steal song hint know irony be find land allow postmodern cynicism enter border allow phenomenon detractor course write begin headline go wonder pony be unicorn be intend give impression feminist lesbian exhibit rainbow symbol movement feature rainbow go way day creator refute assertion ethos question people personality interest be friend message say course fly horse unicorn make thing float fix zap thing blast alter weather consider viewer moment note show feature monster time pony land situation show try teach lesson occasion guarantee line family value friendship be half-hour product placement message wit couple amount sincerity help soar episode review primacy pinnacle pique pony name voice clop town be wingding hoedown hootenanny shindig pony horn process plan party overshadow give party plan goof person make laugh be party headliner loser twilight chill voice realize competition spoil party friend tell be resident party planner force give party crowd entertain visit sister-in-law spend day exhibit artifact magician make mess thing name mismatch dragon care friend take care twilight dragon cure flower find end flower pluck tentacle flap mouth pony worm hole blast horn dragon make sickness pass friendship test bum day be spoil see be be sneeze people blow handkerchief house reveal pony standing bathtub hair wrap towel ',animation
'bob_burger','find help day take proprietor spoon know burger fry cook place marketing whiz advertising bullhorn noise help rumor use beef crematorium door fire wife do case thank pipe television charge week network exec be dinnertime entertainment family show family family watch cartoon take family lesson load additive give indigestion merit restaurateur family mumble exasperate sort way devote hubby spite fault pursue short-order matter time splash fry oil child oddity show flash humanity episode moment warmth think be write college roommate eat permission guy steal refrigerator set fire mother quilt heart gag hit word moment tofu lunch menu mind series be award program slew comedy see episode fill quip nod cannibalism talk feces bestiality thing ask son please stop use bullhorn make fart noise folk pass diner line entertain annoy gene holler myth philosophy seem burger episode review holiday time family father diner S party feel appreciate pop limit visit speed date dad go course showcase family dynamics line dance bar scour basement present dad strip underwear lounge box bake bean give bean bath dad gift add bit pee box rest episode run underwear soak bean sauce wink incest child be pray holler strike patron decide attend service play basketball sign name abuse magic be contain manner beverage time filmmaker burger cow steer wear wig name demand send be slaughter apologize profession opportunity create animal feces trick believe steer communicate use do cross-dressing steer raft joke insistence animal dream kissing animal filmmaker anatomy cattle insist milk animal rug inspire drop drawers backside follow suit bra gun license be approve joke marriage man lot talk murder context beef cattle carcass cut meat scythe whish air character name euphemism restaurant business slow tell classmate burger come meat make matter health inspector be crotch itch character charge flatulence noise bullhorn burger candy family child be be molest gene end feel leave father squeeze cheek say want molest face share kiss saliva drip mouth couple slut health inspector go be dad anniversary present coffin moment despair family failure name abuse dozen time ',animation
'legends','legend be operative be pit let set issue be discover kill ponder logistic get be people people need stuff car job bank account keep track id password identity handle password self add account page take minute find car set be trust keep track human person be quality create legend call ether mole change person sock give guy hair gel age punk rocker pair spec make boy band operative be expect do master subterfuge be fool kid bit unhinge tendency morph character be know sign alimony check ex use name begin guy tell life be legend team agent hero try keep task handler lover chink tech ground support folk friend watchdog thing office go spend quality time adore son be son mystery show drama determine rack scad throw game sex violence screen lark fit family piles violence organ fall ground content breast language include push envelope give incentive open team display quantity courage seem be theme wait exploration lesson verge be teach anchor actor fantasy fan favorite work trilogy publicity revolve campaign design convince show writer kill actor make round celebrity include author be see sport T-shirt bear slogan make video website die TNT kill way piranha like see survive series actor have perform death scene everything actor life be root self have episode review militia infiltrate organization man know life legend end informer stab woman death subway platform someone working beat kill chair part face cover blood man pail water car battery jumper cable people wound kill guy assault find apartment get execute pistol character fistfight thug strip club clad performer background order get message stripper outfit imagination onscreen lap dance sleep say be mistake character whiskey word computer screen slur ',crime
'boardwalk_empire','boardwalk empire nothing seaside harry retreat beach 1920s 30s postcard sand sky wave water be anything surface rock trash fish crab sink pincers flesh emperor city politician local be supporter crime lord engage sell booze killer profit kill anyone get way leadership become haven debauchery boardwalk empire hold glove hand soak liquor blood series fiction history fill crime boss hear base be jail tax evasion charge world fill suit fedora booze hit pilot episode be direct filmmak luminary cost series go win Emmy be walk fact program television mobster play expect get off ambush gun blood pool body drown stab chop crumple smash give episode everyone credit sleaze goon addition bootleg hand prostitution gambling language seaside spot resemble be be program be debasement episode review year year prohibition end season try help family be boy boy line head believe leave wonder happen 1930s visit senator alcohol prostitute attack bodyguard bury weapon attacker head cut guy ear boss front staff pistol violence riot escape prisoner guard head get blow shotgun drown attack shovel poisoning course shooting mobster deal blood cut hand rival get fight father face everyone smoke drink time subtitle name misuse ',crime
'ncis','day disfigure corpse grind folk dramas use acronym name investigator day wallow alphabet soup crime clue someone bear DNA jean idea team lead agent hiding secret past bevy investigator take military involve person sort team audience mourn soul pro watch take job stride smooth blood gore patter wit entanglement corpse week callus build television ability make humdrum legion viewer comfort food be drama television season mind mash mangle body mind be know strip club put prospect break rule help crack case show resolution time credit something life deadline bury hour dead episode review murder man have witness gangland hit corps sandbag man bullet brain hole forehead drown corpse chain bruise cut show chest stitch follow autopsy people kill onscreen explosion personnel try match char chunk remain other be immolate kill people game technician crack expense folk talk harassment get lap dance nun guy girlfriend show back shirt wear bra ',crime
'alcatraz','close prisoner be transfer island happen actor commercial opening do happen creator way know season man landmark serial something hand police serialize sci-fi prison resident tunnel dig fingernail clipping escape boat find anchor shoreline prisoner relation disaster law enforcement be concoct story inmate be transfer become record government tell people country criminal leave reappear loiter cell wave tourist have age day year law-breaking leave be arrest go round baddie be natural sort thing be see network year job agent play be dock criminal vanish be prepare return join rough-and-tumble homicide detective note author expert geek refugee adventure time prison space one people violence give nightmare episode review be imprison kill child hour zap time boy team hour get child flashback killer be despise criminal death mangle face infer allusion homosexuality inmate conversation issue child stem desire kill brother be child depiction strangulation look feel point view re-create crime victim be abduct age someone shoot other threaten kit victim jump lake water boy follow direction desk someone talk job be dream name interject time ',crime
'castle','think fiction writer spend time sit writing lead life glamour adventure reason course order shake case writer block finagle way partnership detective research book fight crime banter daughter schmooze talk show circuit give become entwine settle exchange comment charge onscreen chemistry meter crime week chapter crime fighting see variation theme year television program share problem banter be profanity be issue episode review handcuff trap cellar freezer knife chain truck smear hair blood stumble sequel ethos scenario wind be blood knife tool remnant animal mealtime process pair become tiger dinner see body person photo corpse man fingertip be burn gun point quip relate cuff couple force proximity try escape position include sex act castle lift shirt examine needle mark reference drug use pop time misuse name thief solve murder be commit man guy do detective work bust crime clear sully name say tie thing episode end guy break guy office steal stuff lie everyone corpse car jumper cable attach body man die torture session go detective spar sport contest charge gym mat daughter play poker win thing sunglasses exemption do dish make bed character name initial talk show host heart attack be murder do romp cover actress say actress grapple get shirt torso lounge clothes lingerie actress use sleep network land part sitcom seem mind ruse reveal actress part friend have fun be use word joke marriage fidelity reference sex something call booty roulette one-liner expense discover talk show host have affair age refer sport car somebody shift corpse autopsy table ',crime
'24','have day fellow save world terrorist assassin nerve gas weapon sabotage dawn dusk dawn guy change day day season season action jack slog way gunfight gunfight car chase car chase Twinkie keep go bathroom break wimp win tell tv com year walk goal be accomplish guy gonna give everything try face loss treachery mountain tape gunfighter ethos battle hat bureaucracy politics postmodern sensitivity put TV juicer squeeze way explain appeal tormentor guy everything save humanity show merit nuance way champion Christian label operative figure kill supervisor shoot woman leg bit terrorist jugular material force personnel revive man whisper threat ear man cut chest blood spurt smear retrieve bury data chip problem expletive bullet mind structure series gap office soap affair cutting sin embrace murder torture gore advance plot point episode review page page series finale ready moment episode be show run make fact execute woman minute lead hour drive rage revenge quest pliers man shoot lover fist knife blowtorch camera detail disembowel man remove cell phone card stomach see detail prize result process translate mean humanity morality onscreen result image include story proffer TV time series celebrate page torture terrorist escape jam jumper cable tormentor chest foot break guy neck tech blackmail pair thief sever connection fiancé dark past spiral violence torturer time jumper cable finger wound side agent graze buckshot people gun knife hand character time misuse name nemesis strip club thing nature camera side dancer breast reference make infidelity montage clip episode policeman beat baseball bat stab mobster death ',crime
'person_of_interest','person interest something right elf idea watch know know be dog Pole informant keep note movement be saint do live sheet ice habit stir deal discussion liberty think sci-fi drama information-gathering machine good see machine question develop billionaire computer hand government task sift pile bit byte society text post smile visage money ATM machine look terrorist design do find be tell sift everyone stuff shopper burrow tub find copy let info waste design computer search activity fact go people be involve crime use computer stop murder commit think thing design door computer software tell spit number time murder take place number belong victim belong killer know person involve man action spook name man assassin like kill informant gig prevent murder commit kill body pile clothes hamper episode fatality make violence content concern show pass reference sexuality pop language be end premise quandary viewer computer issue machine do tell decision make being output use creation thwart crime want police connection murder mission break slew law eavesdrop wiretap one cheating lie steal kill turn rumination line privacy safety be salute vigilantism script probe question guy kind thing get list ',crime
'cold_case','case television show go have name network production credit cop series thrill blow dust murder call case detective draw breathe life resurrect passion conflict sorrow cause put killer bar time wound try tell woman be find mom blow bit laundry room be convict arrest case challenge think thing be be family member murder victim thing response time truth side benefit series crime bring light day felon face time viewer remind statute limitation pain other time reminder sin find premiere contain language episode include profanity content issue crime habit rapist life cast violence stylize flashback design invoke nostalgia brutality example explosion gunfire rape strangulation beating series develop fixation man woman achievement officer case part deux family be matter smattering language image drug abuse flash violence ',crime
'monk','detective be burden disorder host phobia baffle crime week aid faithful patient assistant neurosis help police department killer justice bit death wife episode review crusader city tear parking garage pillar have something do fan have be think city councilwoman wife die garage year stop playground be build save parking garage system councilwoman find bob harbor dilemma hand help police killer persuade ditzy take place council meeting vote save garage show be form comfort food whodunit murder mystery episode season finale formula system show make sense scene feature body float bay eye fact woman set love nest lover equip incense maid outfits drawer contain something identify open suggest dog meat language fleck profanity abuse name euphemism name ',crime
