% Ceci représente la classification de séries en fonction de leur genre.

@relation series

@attribute nom_fichier string
@attribute contenu string
@attribute classe {animation, crime, medical}

@data
'familly_guy','season season obnoxious show broadcast television say fear overstatement worry hurt creator feeling concern stumble review use publicity snippet print hang office confirmation job do crass vulgar offensive inappropriate only thing agree look approval anyone more content tube folk care show center dysfunctional collection animate being fictional clan patriarch titular family guy look wife teen child endure boozy uncouth suffer variety neurosis veritable bond villain diaper homoerotic double take world anthropomorphic dog round family like tell more character much tell family collection character mishmash two-dimensional cutout use grist show one-liner gag other way round be OK gag be funny moment sparse critic call knockoff show own problem endow more heart wit wane day heart animated nudity wit fart joke most episode rife them gag include recur character lure teen boy house many episode racism work Christianity same breath series boorish vile overeager desperate shock 14-year-old boy smoking front parent see do such sad show sadness emphasize way want embrace old-fashioned entertainment homage movie sitcom year fondness elaborate musical number recall 1950s heyday rhythm time vaudevillian appreciation entertainment parent even grandparent grow keep drag lewd level way program opening song appreciation old-school diversion unapologetic break old-school value do family 1970s today violence movie sex TV good old-fashioned value use rely only answer look em episode review trap family film return hour-long season finale moon allow release long-held bit flatulence cast push mouth monster giant anus desert strangle death cut henchman ribbon give nasty laser wound turn dark side break angry afterlife monster crush gate reference make masturbation menstruation incest homosexuality rub body part food joke woman draw wear skimpy outfit include golden bikini somebody anti-Semitic remark several bleep obscenity misuse name wheelchair neighbor town ask look paraplegic husband girl crush dress delusional baby angry have sex get arrest advance front move become paraplegic machine amp evilness device evil clone cut dog tail stuff real throat vomit bloody tail clone woman cut half car Kool-Aid man lap liquid tongue neighbor have sex zip leaving gerbil porn magazine reference make gambling addiction smuggling cocaine police car gun character other include kick groin douche bleep obscenity name dozen time ',animation
'phineas_and_ferb','animate more way stepbrother whil be long summer vacation elaborate plan assault tattle old sister snitch boy make title sequence beginning show boy endless summer break pet platypus day serve secret agent wage war nemesis resourceful platypus coffee break writer pitch concept year take chance show describe cross kid show adult enjoy slew hip cultural reference catchy song episode keep thing interesting great character cool edgy clever humor be mean-spirited tell be important do anything animosity episode review package storey insert new airing strange one-eyed rocket robot courtesy family front yard gang build allow touch first engineer figure thing robot programme extinguish candle sweep rise petal lovey-dovey mood discover famed lost city sand castle building contest battle army nasty fun game somebody smelly maker cartoon feel episode be complete form bathroom humor storey bit mild dog bathroom bad platypus nasty scientist fertilizer traps gang ocean bottom kid water warm next reference go young kid head will pass reference Greek god ocean idea get permission run late frenzy time family local natural history museum fix unfinished time machine display dismay find new nemesis panda crush hate time break start fight other people be funny regular feature popular live-action show feel least adult bit stiff saccharine full vim stray problematic content least bit violence bevy secret agent animal evil scientist knock-down battle daytime talk show eat get hurt right cartoonish physical violence elaborate traps construct strange thing purchase Internet security guard yell museum talk say be shame wake anyone be critical show maroon Jurassic period motorize scooter transport sentiment safety-conscious parent approve mind helmet form live turtle ',animation
'avatar_the_last_airbender','difficult see appeal last enter third season top animated series boy journey group likeable youngster viewer rich history plenty character vast fantasy world center all-powerful reincarnate spirit be generation human body bring worldwide harmony establish peace easy task power-hungry set rule globe war other people group decimate humanity last hope only skilled manipulate nature basic element rival share power have year schooling hone art like generate wave whip fireball earthquake learn job friend overthrow malicious brood summer end make melt pot eastern spirituality bold cartoon reincarnation spirit earth force ghostly forefather combination past life focus energy body spirit world give drug induce state leave body travel astral plane character muster supernatural power location describe hub spiritual energy guru energy receive vision meditation other healing prowess dubious spirituality hero disrespect elder celebrate break rule be taunt friend send bully rage river surface show violence saga tribal genocide general warfare martial art fight involve body get toss dynamite explosion move rock formation fiery blast kid stuff art form proclivity violence teen rebellion disconcert par course disturbing mendacious demonstrate package young viewer ',animation
'teenage_mutant_ninja_turtles','show be name straightforward manner main character new rendering teenager means turtle year sure mutant wallow powerful otherworldly substance call mutagen thank adoptive father something fierce turtle sewer bad pad nice clean outfit everything active reptile want only problem neighborhood bad guy hang sewer collective being inhabit cookie-cutter robot keep bother turtle old archenemy make life challenging turtle fight be visit enemy eat pizza play video game day someone have rename show course watch watch turtle crazy detailed animation battle violent depth pop old 1980s cartoon muster kill character hit kick knock load robot hand arm foot head send inhabit brain scurry safety cartoony violence little talk turtle fight bad guy save fate bad slime sewage vague air eastern spirituality see discuss religion lesson be more line general platitude friendship awesome compassion cool defend right sort thing foul language life level darn sexuality romp bit crude humor live sewer be bad new show slapstick 1980s predecessor same mutant DNA bad thing fight way family room today episode review mutant alligator debut bang crunch smash score robot rip head arm throw wall brain robot complete loss turtle grab head fight rest misunderstand be abuse turtle soak valuable message judge someone fight scene decapitate robotic head robotic hand crawl floor homage horror flick convention turtle sci-fi compassionate captain infestation creature throw airlock jettison space concoction blender darn time ',animation
'archer','',animation
'batman_the_brave_and_the_bold','day likely be see brood troubled vigilante dark evildoer own inner demon equal measure least way see movie colorful crusader work prone utter lame pun trading fisticuffs near look joke be hard tell nemesis superhero right hook dry wordplay light side be prone give glower go have enough time space do thank tight template stand-alone episode battle baddie help superhero popular protagonist such anonymous think folk rush make film base many fellow superhero talk little time take barrage bad guy precious little time do dour result show light bright silly first incarnation brood animated series part part part call big morning bowl cereal producer tell simple time more kid friendly other recent appearance character knowledge impale anyone pencil plenty cartoonish violence rise see nonlethal series deal origin parent be murder dark alley job fun sort psychological cope mechanism street be expunge dimness course animated woman sport miniskirt short short low-cut top keep original comic book outfit be prone seduce certain crime fighter womanly wile outlandish plot feel time mystical magical example time early episode mummy ghost do battle other say return original point heroic crime fighter smile much coax grin audience see flap entertainment screen while be miss episode review opening vignette call latter girlfriend dress slinky outfit rescue have say be secret agent cinch get superpowered girlfriend know main episode team battle deathless leader woman do bidding band otherworldly being conquer earth have trouble girlfriend many battle take grant leave enough time fight crime be point love episode ring create force object pointy weapon woman short skirt outfit threat insult throw punch ',animation
'beavis_and_butt-head','early age television have hatch first nefarious plot have hurl first profanity be kill T-shirt cannon be lot folk king series run be year launch landmark satire salute stupidity shore feature teen yen girl fire heavy metal be most watch music video dare get couch thing get messy wind trash neighbor yard destroy teacher beloved collection driving principal guzzle gallon 14-year respite boy couch school old exploit molder shirt make have be store cryogenic freezer dig way mind dump music video reality television long time pay attention fact be presidential election war long recession paraphrase stupidity style original be half-hour TV be likely find satirical exaggeration American take logical extreme accord television critic pop culture prominent funny takedown pop culture dumb lazy egocentrism cater sugar rush consumer society tell everyone find show funny social critic contend antic influence youth real world pay mind decide stop pyromaniac utter word fire boy set own house kill sister have be watch show doubt be cast cause-and-effect scenario month friend insist family do have cable forget tragedy be trigger boy critic say be horrible influence culture sequester series page start include disclaimer real stupid cartoon people make guy know dumb crude thoughtless ugly sexist self-destructive fool reason little laugh sign time new iteration nostalgic stupid profane obsess fire show be push envelope early content shock television landscape likes very strange way little be early day reminder more innocent time stodginess ability satirize culture surround way fact brace year be read ultimate poke consider age obsess youth age grow shop celebrity state freakish plasticity pursuit eternal boy young immature rudderless tome obsession own ridiculous profane way OK grow doom remain dumb episode review introduce fact vampire werewolf popular conquer death be touch evil forbid make irresistible woman piece bribe snaggletoothed homeless man werewolf bite produce huge red gash body infect other thing staph gonorrhea coma hospital giggle nurse catheter weep watch tear precipitate onion stop mock pal suppose sensitivity do decade keel dead retirement home crude reference anatomical body part lament episode have sex fight call made-up grandkid good grandma hit issue video child fright accost mangle body gory predator feature preschooler man child molester character course ',animation
'american_dad','creator bevy animated program include fierce farce envelope fact ask member complain hope get series sanction fine past summer uphold mandate authority enforce broadcast decency law airing indecent material airwaves time child likely be audience PTC president say statement past other program include scene mock people syndrome imply father-daughter incest man masturbate horse baby eat horse sperm character eat vomit excrement baby diaper broadcast review violate broadcast decency law several year call traditional domestic sitcom soak battery acid same be say virtual clone predecessor family lead kooky agent levelheaded wife share house teenager daughter marry talk goldfish effeminate alien satirical series single guiding principle nothing off-limits necrophilia cocaine mindless murder eat excrement family goldfish obsession birth underwear stripper point show unconditional support love good parent front row routine cheer make crude comment toss money naked hot tub gay neighbor ad nauseam meantime blitz tasteless material target homeless handicapped people most cutting-edge comedy world flavor stuff wonderful design style music traditional outrageous comedy top good world be consider good anything incomprehensible alien family member lustful goldfish episode review vacation dolphin human outdoor activity director be go suicidal lemur gun barrel someone guy back splash blood someone beat tennis racquet rekindle sex life talk lack intimacy role-playing naked cover costume headgear talk trick mayonnaise stand-in semen verbal visual gag dolphin menstruation sexual choke game married swinger incest homosexual sex ejaculation cross-dressing boy damage penis several elongate adventure family member nude beach boss picture send more shot breast bloody misuse name obscenity bleep joke base racial inference people talk urination feces biological intricacy colostomy bag ',animation
'my_little_pony','day airwaves be saturate cheap cartoon make least part sell toy boy get girl have bad animated cartel determine appreciate say Smurf original fluff lot innocuous plot stereotypical character odd musical interlude saccharine gag killer whale friendship lot good late incarnation fourth generation long-running line pop culture unlikely success storey launch fall production feature exploit bookish purple unicorn friend cowboy girlie tomboy speedster introduction be greet universal nicker most world revolutionary commercial target be revolutionary become most-watched program audience keep building end first season people be tune compare finale draw show history viewership grow be intend age become rage hit teen girl begin hear young man episode geek culture be pony feature equestrian amigo begin proliferate friendship become most side successful series seem paradox hip guileless sincere writer sharp witty offer nod homegrown culture spring show pop culture whole example lend voice pony burst melody do steal song hint know irony be find land allow postmodern cynicism enter border allow sweet nice feisty televised phenomenon detractor course write begin headline go wonder black pony be subservient unicorn be intend give impression feminist angry tomboyish lesbian exhibit rainbow symbol gay movement feature rainbow go way day creator refute assertion ethos question people different personality interest be good friend pretty good message say magic course fly horse unicorn make thing float fix zap thing magical blast alter weather consider young viewer moment note show feature scary monster time pony land perilous situation show try teach little lesson occasion guarantee few line family value friendship be more half-hour product placement sweet message surprising wit couple serious amount sincerity help little soar episode review primacy pinnacle pique pony name voice clop town be wingding hoedown hootenanny shindig pony horn process plan party overshadow flashy give party plan goof person make laugh be party official headliner loser twilight foreboding chill voice realize competition spoil party friend tell be good resident party planner force give good party crowd entertain visit sister-in-law spend day exhibit artifact famed magician make mess thing name mismatch dragon serious care friend take care other twilight dragon cure flower find other end huge flower pluck massive tentacle flap mouth pony worm hole blast horn dragon make whole sickness pass friendship test bum day be spoil see other be be sneeze people blow handkerchief house reveal pony standing bathtub hair wrap towel ',animation
'bob_burger','hard find good help day take proprietor greasy little spoon know burger fry cook unfortunate place marketing whiz savvy advertising bullhorn disgusting noise counter help rumor use beef crematorium next door fire wife do case thank pipe television free charge week true network exec be savory dinnertime entertainment family show family family watch cartoon take modern nuclear family lesson load questionable additive likely give indigestion merit longsuffering restaurateur family mumble exasperate sort way devote hubby spite many fault pursue short-order matter many time splash metaphorical fry oil child oddity show flash near humanity episode moment warmth think be write college roommate eat permission guy steal refrigerator set fire mother quilt heart gag hit other word cleanly funny moment rare tofu lunch menu mind series be award outstanding animated program objectionable slew comedy see episode fill quip noxious nod cannibalism talk feces bestiality other thing ask son please stop use bullhorn make fart noise folk pass diner line entertain annoy gene holler myth philosophy seem burger episode review holiday time whole family father diner S annual party feel appreciate pop limit visit speed date dad go course showcase dysfunctional family dynamics line dance gay bar scour basement present dad strip underwear lounge box full bake bean give bean bath dad gift add little bit pee box rest episode run underwear soak bean sauce wink incest child be pray holler strike patron decide attend service play basketball sign special name abuse magic be contain manner alcoholic beverage time documentary filmmaker burger cow steer wear wig name demand send be slaughter apologize profession opportunity create animal feces trick believe steer communicate use do cross-dressing steer raft joke insistence animal bizarre dream French kissing animal filmmaker unfamiliar anatomy cattle insist milk animal rug inspire drop drawers animated backside follow suit bra gun license be approve joke marriage man lot talk murder context beef cattle carcass cut meat bloody scythe whish air character name euphemism restaurant grand business slow tell classmate burger come human meat make matter health inspector be crotch itch character charge double flatulence noise bullhorn burger candy family child be likely be molest gene end feel leave father safe overweight squeeze cheek say want molest face share sloppy kiss saliva drip mouth late couple slut health inspector go be new dad anniversary present occupied coffin moment despair entire family failure name abuse dozen time ',animation
'legends','legend be undercover operative be pit let set obvious issue be discover kill ponder logistic get be fake several fake people good fake people need real stuff car job bank account keep track id password fake identity handle password real self less add fake offshore account page take minute find car set be trust keep track new human rare person be quality undercover create legend call ether few top mole able change person most sock give guy little hair gel age punk rocker pair spec make believable boy band operative be expect do master subterfuge good be fool kid gifted teensy bit unhinge tendency morph character be know sign alimony check ex use fake name sure begin mysterious guy tell entire life be legend team agent hero try keep task handler one-time lover chink tech ground support folk friend shadowy watchdog thing weird office go spend quality time adore son be son mystery straightforward show drama determine rack scad throw game sex violence screen lark fit whole family piles violence organ fall ground sexual content bare breast foul language include occasional unremitting push envelope give much incentive open team display quantity courage seem be many deep theme wait exploration grand lesson verge be teach anchor British actor fantasy fan favorite work trilogy early publicity revolve campaign design convince show writer kill actor make round several celebrity include author be see sport T-shirt bear slogan make promotional video website funny die TNT kill way piranha like see survive series actor have perform death scene everything actor good long life sure be root other self have episode review stuttering militia fanatic infiltrate homegrown terrorist organization man know life legend end mysterious informer stab unknown woman death subway platform someone working beat kill chair part face cover blood man pail water car battery jumper cable several people wound kill guy assault find dead apartment get execute pistol character fistfight thug strip club clad performer background order get message undercover stripper outfit imagination onscreen lap dance sleep say be mistake character whiskey word computer screen undercover racial slur ',crime
